	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr11_60699356_60699455_TMEM132A	0	0	5	8	4	5	2	3	0	6	22	4	0	17	7	5	2	1
chr11_60699599_60701013_TMEM132A	2	0	16	29	47	9	132	14	9	9	91	17	8	33	21	29	15	5
chr11_60701216_60701959_TMEM132A	24	2	145	15	168	11	149	16	19	6	663	12	36	19	145	28	134	4
chr11_60702236_60702723_TMEM132A	1	1	1	6	39	3	62	2	9	0	26	8	8	17	3	3	1	1
chr11_60702915_60703335_TMEM132A	15	17	54	89	94	51	148	30	35	39	229	51	54	116	64	65	77	26
chr11_60704376_60704631_TMEM132A	31	35	111	131	198	149	268	121	59	57	441	137	102	422	134	122	162	91
chr11_63952743_63953296_STIP1	15	10	25	21	104	29	77	11	24	14	53	29	49	75	24	22	37	19
chr11_63953446_63953733_STIP1	252	299	408	544	1101	590	775	377	447	298	1466	784	912	1942	927	771	800	438
chr11_63953742_63960549_STIP1	4	15	10	11	13	19	7	16	4	14	64	29	14	94	11	31	7	18
chr11_63960759_63961660_STIP1	71	12	26	35	102	36	79	33	25	28	231	76	67	251	31	42	67	36
chr11_63961802_63961950_STIP1	6	12	8	6	19	14	20	8	14	5	61	24	24	101	15	26	19	15
chr11_63962092_63963116_STIP1	2	4	3	0	5	10	19	0	2	5	19	13	22	30	10	8	6	2
chr11_63963285_63964742_STIP1	12	14	18	22	38	33	33	24	16	14	61	37	40	161	28	22	14	21
chr11_63964869_63964964_STIP1	28	31	41	28	34	15	43	16	21	18	82	39	24	86	32	31	36	15
chr11_63965067_63965325_STIP1	2	2	5	6	13	4	29	4	1	2	54	14	9	38	3	7	7	5
chr11_63965446_63967411_STIP1	17	10	33	13	70	26	70	25	33	19	137	43	107	220	57	37	52	21
chr11_63967508_63967640_STIP1	14	5	28	31	21	19	18	9	16	8	75	32	30	104	15	22	31	19
chr11_63967765_63970347_STIP1	7	15	50	43	34	24	34	31	12	19	72	80	28	130	20	27	28	13
chr11_63970384_63970596_STIP1	22	2	37	5	114	8	92	5	20	4	135	11	85	19	46	5	65	8
chr11_63970700_63970921_STIP1	2	3	3	0	7	2	2	6	3	0	7	0	0	11	1	1	10	1
chr11_63971094_63971525_STIP1	13	18	16	32	45	30	45	21	37	31	73	47	39	114	17	29	25	23
chr11_63971595_63972020_STIP1	535	492	711	988	2062	1027	1899	870	1022	684	3654	1727	1694	3420	1667	1489	1555	957
chr11_64085592_64085687_PRDX5	78	350	194	547	374	735	663	446	213	338	742	796	424	2724	384	574	484	502
chr11_64085858_64087205_PRDX5	9	35	17	30	19	60	19	47	15	48	106	51	33	543	32	22	37	37
chr11_64087340_64088132_PRDX5	1	13	11	36	11	40	4	17	4	24	56	27	11	138	12	15	18	23
chr11_64088264_64088336_PRDX5	28	76	42	91	29	71	61	87	26	48	101	178	91	811	25	50	32	55
chr11_64088375_64088478_PRDX5	19	48	22	36	41	72	46	45	22	40	82	94	57	525	35	49	34	40
chr11_64088540_64089057_PRDX5	2	12	15	24	19	35	17	15	9	36	24	24	25	224	23	26	25	32
chr11_64089160_64089283_PRDX5	171	605	332	829	663	1184	983	824	441	639	1463	1557	584	3867	549	792	606	794
chr11_64755416_64756603_BATF2	11	4	63	8	201	3	122	7	39	10	389	20	98	20	62	6	221	10
chr11_64757284_64757545_BATF2	0	0	0	0	1	1	2	0	2	0	1	1	2	1	0	0	1	0
chr11_64757614_64761919_BATF2	0	0	6	0	4	1	2	2	1	0	21	0	9	8	6	2	12	0
chr11_64762021_64764347_BATF2	0	0	18	0	4	0	9	0	4	0	32	0	31	2	23	0	12	0
chr11_64764386_64764443_BATF2	2	0	3	2	24	1	4	0	3	0	2	0	5	0	1	0	6	1
chr11_65306034_65306553_LTBP3	119	300	145	810	361	810	662	784	243	548	721	981	408	3002	382	612	334	508
chr11_65306702_65306798_LTBP3	1	1	0	4	0	4	4	6	0	2	2	1	0	194	3	2	0	0
chr11_65306930_65307018_LTBP3	4	8	3	11	7	20	8	10	3	7	11	8	17	109	3	25	11	9
chr11_65307099_65307190_LTBP3	0	0	1	2	1	5	6	2	0	0	4	5	1	15	2	4	7	9
chr11_65307352_65307483_LTBP3	0	0	0	5	0	3	2	3	1	0	0	6	0	4	0	0	1	5
chr11_65307624_65307715_LTBP3	0	2	0	3	1	4	3	3	2	4	0	5	0	39	5	2	0	4
chr11_65307853_65307956_LTBP3	1	1	1	11	1	7	2	1	2	1	5	6	2	36	2	1	1	0
chr11_65308085_65308341_LTBP3	4	18	2	46	15	33	31	30	6	12	17	51	23	136	14	43	12	25
chr11_65308425_65308596_LTBP3	8	9	3	38	20	17	40	39	12	19	18	36	3	131	16	33	13	15
chr11_65308764_65309070_LTBP3	1	3	0	0	0	2	1	5	3	0	1	0	0	1	0	2	0	0
chr11_65309199_65310575_LTBP3	7	24	6	62	3	24	7	36	7	15	2	62	10	125	9	67	2	31
chr11_65310695_65310897_LTBP3	2	2	0	2	0	1	3	2	1	1	3	2	1	4	1	4	0	0
chr11_65311020_65313912_LTBP3	45	113	36	363	47	161	190	190	29	110	127	284	97	705	48	157	52	259
chr11_65314035_65314268_LTBP3	2	8	2	24	3	6	4	13	0	8	4	22	5	88	4	15	2	8
chr11_65314391_65314909_LTBP3	0	7	0	29	0	8	1	15	0	9	0	27	12	48	0	11	0	10
chr11_65315038_65315160_LTBP3	0	5	0	7	1	4	3	2	1	1	7	15	1	34	2	10	0	2
chr11_65315292_65315390_LTBP3	0	2	0	4	0	3	0	3	0	1	1	6	1	44	4	6	1	2
chr11_65315516_65318596_LTBP3	31	173	17	610	28	293	47	466	37	213	43	488	60	1457	27	414	17	305
chr11_65318695_65318872_LTBP3	0	1	2	12	2	34	16	8	1	3	9	6	5	89	5	8	7	0
chr11_65318945_65319018_LTBP3	2	18	3	65	11	30	18	58	7	23	16	57	21	123	7	69	12	34
chr11_65319035_65319442_LTBP3	10	49	22	221	22	94	34	151	18	74	42	191	66	512	48	234	33	115
chr11_65319628_65319718_LTBP3	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0
chr11_65319877_65320330_LTBP3	0	0	0	3	3	2	7	3	2	5	3	7	0	9	1	8	1	2
chr11_65320453_65320634_LTBP3	0	3	0	10	5	7	2	8	2	6	2	19	4	78	6	17	0	14
chr11_65320727_65320895_LTBP3	2	1	0	11	0	8	1	5	0	10	1	18	1	39	0	16	2	9
chr11_65321001_65321171_LTBP3	7	0	0	6	3	4	0	6	1	3	4	8	2	34	0	9	2	11
chr11_65321374_65321521_LTBP3	4	24	5	110	13	64	41	60	14	52	29	112	22	255	22	92	10	40
chr11_65321851_65325099_LTBP3	6	13	0	14	1	8	15	12	2	6	3	16	6	57	0	58	0	0
chr11_65325430_65325699_LTBP3	66	118	66	366	145	284	81	225	37	104	113	62	83	667	43	70	64	143
chr11_66240960_66241207_LOC101928069	2	5	21	9	26	10	63	5	29	7	95	13	30	22	28	13	37	10
chr11_66241396_66243068_LOC101928069	15	29	49	35	94	46	164	38	45	24	254	61	122	152	44	37	104	40
chr11_66243635_66247720_LOC101928069	35	187	52	283	186	378	182	217	73	248	283	500	173	1046	79	226	109	212
chr11_66330934_66331406_CTSF	109	364	158	492	274	610	822	689	457	623	1049	1079	549	3090	303	380	453	491
chr11_66331478_66331558_CTSF	1	9	0	3	0	0	1	4	1	3	5	1	0	20	3	0	3	11
chr11_66331617_66332028_CTSF	1	20	1	75	3	70	14	59	1	45	8	126	0	224	2	36	2	47
chr11_66332119_66332212_CTSF	0	2	2	4	3	14	14	18	8	8	16	27	11	88	3	7	6	6
chr11_66332277_66332357_CTSF	0	1	0	3	0	1	0	3	0	2	0	4	0	11	0	3	0	3
chr11_66332477_66333141_CTSF	2	8	1	17	7	19	9	9	6	7	17	29	25	154	10	12	6	23
chr11_66333222_66333301_CTSF	3	4	0	10	3	10	7	9	3	8	5	8	2	47	1	4	2	5
chr11_66333398_66333492_CTSF	10	8	3	15	6	6	11	23	8	12	12	25	14	96	3	8	6	6
chr11_66333638_66333761_CTSF	10	11	2	12	3	7	12	7	4	5	6	18	7	82	7	3	10	7
chr11_66333875_66334716_CTSF	8	0	1	3	2	5	7	7	2	7	9	10	7	39	0	3	3	8
chr11_66334792_66334914_CTSF	4	17	4	24	12	25	32	28	15	16	47	42	23	154	11	21	13	28
chr11_66335133_66335454_CTSF	0	3	0	6	0	10	1	9	2	1	1	9	0	17	2	7	0	9
chr11_66335553_66335744_CTSF	0	1	0	8	3	3	4	12	0	6	5	10	1	36	2	4	3	6
chr11_66335957_66336077_CTSF	36	101	36	165	91	233	276	183	94	169	353	86	128	545	22	28	122	146
chr11_67801363_67801448_MIR4691	0	2	2	13	5	9	3	12	1	15	7	15	9	72	3	14	1	16
chr11_72929325_72945204_P2RY2	2	0	0	2	0	4	0	6	0	0	0	1	0	7	0	0	2	0
chr11_72946335_72953472_P2RY2	0	13	4	16	2	11	3	5	0	7	3	5	4	43	10	5	3	1
chr11_74303626_74303703_POLD3	8	30	8	54	11	38	33	38	13	30	31	71	43	181	26	39	12	37
chr11_74303763_74305105_POLD3	3	3	6	15	7	7	18	12	8	8	23	8	7	24	8	7	8	3
chr11_74305161_74315736_POLD3	4	28	14	23	6	29	15	47	5	19	35	183	20	209	9	37	20	12
chr11_74315839_74322543_POLD3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr11_74322583_74323922_POLD3	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1
chr11_74324055_74329581_POLD3	0	0	2	1	0	0	0	0	0	0	0	0	0	4	2	2	0	0
chr11_74329849_74331061_POLD3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr11_74331134_74336452_POLD3	1	5	2	21	9	3	2	7	6	15	2	8	4	29	8	10	3	13
chr11_74336618_74340261_POLD3	14	48	15	154	20	80	59	85	14	93	47	180	94	363	20	81	11	96
chr11_74340368_74345627_POLD3	3	8	0	13	4	9	8	4	5	17	10	22	7	95	2	21	4	15
chr11_74345740_74347241_POLD3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2
chr11_74347320_74351608_POLD3	0	5	0	5	0	0	2	4	0	3	0	1	0	6	0	4	0	2
chr11_74351808_74354121_POLD3	93	327	108	622	182	471	337	533	250	592	419	999	414	1920	246	688	181	516
chr11_76493356_76503779_TSKU	166	80	24	143	200	262	887	146	434	67	255	195	234	681	105	188	170	114
chr11_76503813_76506652_TSKU	5	8	0	8	2	6	12	16	13	2	5	7	22	15	2	11	1	1
chr11_76507719_76509198_TSKU	954	541	126	907	986	1761	5679	919	3390	732	1214	1673	1096	3638	450	1360	802	653
chr11_109964117_109964137_ZC3H12C	0	1	0	1	0	2	3	2	0	0	0	3	0	6	2	1	0	0
chr11_109964158_110007387_ZC3H12C	58	48	7	0	34	7	171	33	45	17	132	31	100	107	38	19	40	5
chr11_110008139_110023643_ZC3H12C	16	11	18	3	45	6	44	3	18	2	43	6	44	22	32	5	15	0
chr11_110023783_110029980_ZC3H12C	25	7	16	2	36	0	102	7	40	1	174	8	86	26	31	2	72	5
chr11_110030215_110033997_ZC3H12C	10	2	3	0	6	1	14	0	4	0	32	4	25	22	5	9	3	0
chr11_110034104_110035065_ZC3H12C	3	4	3	0	4	0	0	0	2	0	6	0	1	0	1	2	1	0
chr11_110036459_110042566_ZC3H12C	2719	377	2257	352	6329	489	11600	405	5177	355	21433	844	10571	2578	7633	693	7804	265
chr11_110300671_110300844_FDX1	62	55	80	102	200	132	263	74	86	88	380	25	255	222	5	13	149	69
chr11_110301029_110306557_FDX1	7	5	6	5	26	0	67	4	14	14	60	5	21	9	9	0	19	4
chr11_110306682_110327641_FDX1	29	38	17	6	21	8	84	21	44	13	41	25	58	137	14	33	10	8
chr11_110327771_110333077_FDX1	12	2	0	4	7	0	27	4	9	5	6	5	16	38	7	7	2	0
chr11_110333189_110335608_FDX1	296	147	288	219	447	225	1228	293	791	274	1204	509	786	1248	284	360	587	282
chr11_111934733_111934894_PIH1D2	5	20	19	14	22	26	44	14	33	23	69	62	55	99	28	34	31	26
chr11_111934945_111938597_PIH1D2	11	14	10	16	33	10	59	11	33	8	43	34	32	50	17	21	16	10
chr11_111938729_111941159_PIH1D2	4	4	0	9	4	6	0	5	4	5	6	9	3	31	2	4	3	9
chr11_111941425_111941761_PIH1D2	0	0	0	0	0	1	0	0	1	0	4	1	0	2	0	0	2	0
chr11_111942007_111942358_PIH1D2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr11_111942482_111943721_PIH1D2	1	0	1	0	8	1	1	1	5	0	8	1	16	5	3	0	2	1
chr11_111943898_111944895_PIH1D2	15	8	13	22	32	18	38	14	28	0	38	14	59	31	9	6	18	12
chr11_117049458_117049979_SIDT2	90	241	90	315	402	521	452	227	324	307	481	409	322	894	172	230	212	190
chr11_117050162_117052131_SIDT2	22	4	3	2	14	4	15	3	15	0	10	7	4	12	20	7	5	0
chr11_117052253_117052522_SIDT2	3	1	0	4	2	6	1	1	2	5	2	3	6	21	1	4	1	1
chr11_117052687_117052775_SIDT2	8	7	2	3	8	2	11	5	8	3	7	3	8	6	2	3	1	2
chr11_117052821_117053234_SIDT2	6	1	11	5	30	12	42	1	19	8	32	6	21	18	22	5	7	4
chr11_117053336_117053438_SIDT2	8	1	3	3	7	5	15	3	10	3	21	5	11	8	5	1	6	2
chr11_117053522_117054494_SIDT2	8	8	1	2	8	1	8	4	4	4	7	5	5	15	4	0	4	3
chr11_117054594_117054789_SIDT2	4	2	5	3	3	3	6	3	2	4	11	5	1	1	2	2	9	2
chr11_117054855_117056845_SIDT2	7	3	7	11	19	7	23	2	10	8	10	5	15	28	6	6	3	8
chr11_117056939_117057299_SIDT2	9	4	8	6	31	16	22	4	16	12	27	15	26	71	26	12	8	4
chr11_117057352_117058093_SIDT2	32	25	10	31	41	24	53	25	28	26	32	39	35	110	25	19	28	21
chr11_117058165_117058343_SIDT2	11	0	5	4	11	0	20	2	6	2	8	1	13	4	2	1	2	5
chr11_117058415_117059423_SIDT2	8	11	8	14	28	17	45	10	22	15	24	27	9	44	12	19	4	12
chr11_117059542_117059884_SIDT2	9	4	12	9	18	10	23	6	8	5	16	11	2	15	9	1	5	7
chr11_117059958_117060050_SIDT2	4	1	5	6	6	6	10	3	2	2	9	12	4	21	4	3	4	2
chr11_117060117_117060667_SIDT2	11	1	13	2	17	3	21	4	10	2	14	5	3	27	10	2	8	0
chr11_117060741_117060881_SIDT2	5	8	6	16	25	15	40	19	16	15	38	33	33	71	18	16	14	14
chr11_117061005_117061338_SIDT2	0	4	3	1	7	6	3	0	3	2	5	5	3	28	3	5	3	0
chr11_117061456_117062593_SIDT2	8	18	2	16	19	13	36	27	21	20	14	29	21	88	18	5	7	30
chr11_117062730_117062969_SIDT2	6	2	6	4	20	6	19	4	14	1	17	8	9	10	12	6	6	0
chr11_117063078_117063289_SIDT2	7	1	8	3	29	5	18	1	22	3	4	4	8	12	6	1	7	0
chr11_117063366_117063535_SIDT2	8	0	3	6	45	6	24	1	21	0	15	3	23	17	7	3	13	5
chr11_117063582_117063868_SIDT2	18	3	3	6	62	12	25	6	22	10	10	10	18	51	10	7	9	5
chr11_117063974_117064568_SIDT2	13	6	14	8	79	6	83	8	29	4	20	8	15	31	13	4	15	9
chr11_117064679_117066517_SIDT2	48	18	41	65	210	53	149	41	106	35	98	58	86	177	59	30	49	31
chr11_117066631_117066719_SIDT2	70	9	28	36	173	36	150	15	145	16	109	40	44	117	29	20	60	22
chr11_117066779_117068158_SIDT2	461	720	432	889	1655	1425	1489	914	1320	987	1990	1519	1476	2931	761	873	813	688
chr11_119286185_119290120_THY1	4813	14994	9721	27028	29727	23573	26101	24545	14414	23468	33428	29608	7695	44987	14664	26986	16189	16966
chr11_119290230_119290760_THY1	1	12	1	25	14	9	12	26	9	23	11	22	0	25	2	15	5	18
chr11_119291096_119291578_THY1	1	35	10	106	207	68	45	83	12	60	35	107	23	158	21	153	49	72
chr11_119291615_119295695_THY1	658	1409	841	2656	2537	2287	2448	2154	1165	2200	3229	2883	730	4487	1372	2555	1388	1636
chr11_119981993_119983124_TRIM29	2	8	23	32	23	22	7	4	1	3	188	59	13	16	69	6	33	24
chr11_119983184_119986045_TRIM29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
chr11_119986122_119988930_TRIM29	0	0	1	1	0	0	0	0	0	0	8	1	2	2	0	0	0	0
chr11_119989029_119991280_TRIM29	2	0	0	0	2	1	0	0	0	0	3	0	0	0	1	0	2	0
chr11_119991373_119993661_TRIM29	0	0	0	0	0	0	1	0	0	0	6	0	0	0	4	0	0	1
chr11_119993763_119996398_TRIM29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0
chr11_119996597_119998043_TRIM29	0	0	0	2	1	0	0	4	0	0	2	0	0	1	0	2	0	3
chr11_119998277_119999107_TRIM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_119999203_119999355_TRIM29	0	1	2	3	2	5	0	0	1	3	3	11	0	3	3	0	3	0
chr11_119999376_120007935_TRIM29	2	1	0	4	4	5	0	0	1	1	3	6	0	2	3	0	5	0
chr11_120008739_120008821_TRIM29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2
chr11_125495030_125495655_CHEK1	28	13	75	19	196	27	141	22	69	13	207	48	75	102	118	20	96	21
chr11_125495907_125496643_CHEK1	3	33	15	81	10	50	6	35	4	36	18	83	7	166	26	85	25	72
chr11_125496728_125497501_CHEK1	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0
chr11_125497725_125499126_CHEK1	0	2	0	5	0	0	0	0	3	4	1	1	0	13	0	3	2	0
chr11_125499191_125499285_CHEK1	4	0	4	3	8	1	5	0	2	0	6	3	5	34	2	3	5	3
chr11_125499355_125503057_CHEK1	0	2	0	1	0	0	0	0	1	2	5	3	0	0	1	2	0	2
chr11_125503246_125505323_CHEK1	1	0	0	3	1	0	4	3	1	0	3	0	2	3	2	0	0	1
chr11_125505428_125507343_CHEK1	2	7	1	12	2	6	1	9	3	10	0	28	0	34	5	14	3	5
chr11_125507439_125513686_CHEK1	4	5	1	9	3	6	1	6	3	7	6	23	4	53	4	15	2	6
chr11_125513795_125513985_CHEK1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr11_125514163_125514406_CHEK1	0	0	0	2	1	0	1	0	0	1	3	2	0	15	7	1	0	0
chr11_125514538_125523640_CHEK1	0	11	6	7	4	8	4	2	1	5	11	19	3	11	4	10	4	10
chr11_125523742_125525119_CHEK1	0	0	0	2	2	2	0	0	0	0	0	2	0	14	0	1	1	2
chr11_125525212_125542490_CHEK1	99	175	199	357	298	240	164	228	82	231	547	666	203	1307	489	619	235	281
chr11_125542612_125546151_CHEK1	9	13	34	48	26	22	28	22	5	23	117	83	23	111	45	37	31	37
chr12_4430378_4430437_TIGAR	29	50	57	52	209	72	154	51	94	53	208	87	145	291	68	89	58	69
chr12_4430469_4440445_TIGAR	4	7	3	7	23	5	14	4	15	3	16	4	16	7	6	2	5	1
chr12_4440483_4446204_TIGAR	4	0	6	0	13	0	14	0	10	6	6	0	20	9	4	0	10	2
chr12_4446326_4458984_TIGAR	13	54	11	15	38	21	54	40	39	30	32	32	90	133	17	47	5	20
chr12_4459062_4460432_TIGAR	18	17	8	26	39	10	14	14	17	30	30	10	57	148	19	37	5	22
chr12_4460543_4461425_TIGAR	0	0	15	0	3	1	10	1	0	1	5	3	5	14	2	5	5	2
chr12_4461854_4469194_TIGAR	743	531	1228	688	4180	635	4714	661	2398	638	6124	854	2548	2128	2174	883	970	490
chr12_6930986_6932914_GPR162	0	4	0	5	1	7	1	3	3	3	7	8	4	60	6	34	4	11
chr12_6932929_6933064_GPR162	0	2	1	0	0	4	0	2	2	2	0	5	2	15	1	7	1	1
chr12_6933931_6934648_GPR162	0	2	2	5	2	15	0	4	0	8	1	6	0	23	3	12	0	3
chr12_6934838_6935360_GPR162	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	1
chr12_6935518_6935817_GPR162	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2
chr12_6936366_6936586_GPR162	0	2	0	1	2	3	2	4	0	1	1	1	1	12	1	4	1	1
chr12_9868455_9869357_CLECL1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
chr12_9869372_9871283_CLECL1	0	0	4	0	0	0	0	0	0	0	3	0	0	2	9	0	6	0
chr12_9871370_9875224_CLECL1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	1	0
chr12_9875409_9885544_CLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0
chr12_9885860_9885895_CLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_29433347_29446232_LOC100506606	87	12	268	36	319	28	651	25	138	4	401	23	480	104	750	40	231	25
chr12_29446408_29449953_LOC100506606	14	3	34	14	35	2	59	4	17	5	45	6	78	17	21	5	18	2
chr12_29450133_29460590_LOC100506606	18	4	39	9	22	9	73	10	20	5	29	3	46	33	24	12	13	4
chr12_29460768_29462118_LOC100506606	10	1	42	5	47	6	88	4	19	6	42	2	73	14	27	2	32	1
chr12_29462163_29463960_LOC100506606	7	3	29	12	40	10	56	5	10	7	42	2	61	43	27	5	25	3
chr12_29464079_29464815_LOC100506606	2	1	5	5	6	1	2	0	0	0	1	2	26	18	10	2	4	0
chr12_29464883_29469773_LOC100506606	4	12	11	7	7	6	8	8	4	0	29	3	37	41	23	11	6	2
chr12_29469945_29470781_LOC100506606	1	3	4	0	1	2	4	0	1	0	4	0	1	6	1	0	3	0
chr12_30948614_30955645_LINC00941	222	96	280	126	776	300	573	189	446	225	873	176	253	528	639	223	531	116
chr12_49621708_49621736_TUBA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_49621949_49658964_TUBA1C	48	730	77	1876	425	2111	124	1068	75	1179	381	3630	122	5076	355	2956	106	1439
chr12_49658967_49663247_TUBA1C	13	31	21	104	37	60	16	35	21	122	97	139	35	292	23	81	50	69
chr12_49663470_49663610_TUBA1C	1	5	3	22	19	43	6	31	4	42	22	112	5	233	10	64	0	52
chr12_49663759_49666035_TUBA1C	6	54	7	169	23	115	11	126	25	186	37	218	29	462	24	187	7	160
chr12_49667007_49668383_TUBA1C	23	323	41	726	187	863	56	578	42	651	240	2097	39	2661	156	1296	78	806
chr12_53585106_53585342_ITGB7	10	6	16	9	19	6	77	2	21	4	39	10	56	24	13	4	35	2
chr12_53585420_53585642_ITGB7	0	2	4	3	1	1	9	0	3	0	17	10	16	6	4	1	10	2
chr12_53585803_53586113_ITGB7	2	4	5	1	4	0	4	0	2	2	23	1	11	14	10	0	5	2
chr12_53586322_53586474_ITGB7	4	2	4	3	4	4	5	3	1	4	16	5	16	6	7	1	2	2
chr12_53586694_53586923_ITGB7	1	0	9	5	5	4	7	2	1	0	18	9	21	6	3	2	3	1
chr12_53587147_53587491_ITGB7	5	2	10	8	1	2	8	1	0	1	26	5	16	5	6	0	16	0
chr12_53587685_53587981_ITGB7	1	0	4	4	7	1	5	0	2	3	25	1	18	8	7	2	5	0
chr12_53588128_53589157_ITGB7	7	0	7	1	13	7	29	4	10	0	37	7	47	8	17	3	23	8
chr12_53589247_53589409_ITGB7	5	1	9	3	6	0	33	1	14	1	15	3	23	1	4	1	14	0
chr12_53589505_53589824_ITGB7	5	4	8	3	6	1	16	3	6	4	12	9	17	5	5	1	3	0
chr12_53589983_53590362_ITGB7	3	1	6	3	4	1	3	0	9	5	4	7	21	14	8	3	4	9
chr12_53590604_53591276_ITGB7	10	5	7	10	6	3	16	5	20	9	51	13	45	22	17	3	18	6
chr12_53591447_53591533_ITGB7	0	2	0	0	0	0	1	0	1	0	3	1	2	1	1	1	0	0
chr12_53591735_53594026_ITGB7	0	1	2	0	1	0	3	1	0	2	11	0	18	0	6	0	0	0
chr12_53594227_53601035_ITGB7	63	18	61	21	46	15	306	9	113	19	154	48	253	49	61	14	115	18
chr12_88429312_88429425_C12orf29	22	36	85	64	140	35	121	46	32	48	205	75	170	216	182	76	119	57
chr12_88429515_88433924_C12orf29	24	29	34	63	39	35	25	84	27	72	92	99	77	279	53	136	37	62
chr12_88434042_88436601_C12orf29	4	0	6	20	8	2	7	6	3	10	29	15	6	58	4	22	6	11
chr12_88436697_88437375_C12orf29	2	1	8	0	8	1	4	1	4	0	3	4	4	14	5	4	2	1
chr12_88437492_88439358_C12orf29	0	4	7	7	8	4	7	14	6	4	17	20	14	43	9	25	7	7
chr12_88439556_88440583_C12orf29	0	3	0	1	0	0	4	0	2	0	0	6	0	8	2	8	2	2
chr12_88440753_88442010_C12orf29	2	2	1	4	0	5	6	4	0	3	7	6	11	32	1	5	0	3
chr12_88442196_88442963_C12orf29	118	102	266	108	233	94	264	148	173	133	581	215	513	588	484	175	330	120
chr12_88443191_88443937_C12orf29	97	76	139	108	190	95	229	115	129	81	460	163	304	417	343	128	285	115
chr12_100660917_100676748_SCYL2	331	177	503	245	1311	321	1107	187	892	193	1804	304	1257	1054	746	240	900	195
chr12_100676925_100685280_SCYL2	1	1	0	0	3	0	1	0	7	0	7	0	2	1	0	2	1	0
chr12_100685438_100691808_SCYL2	46	11	74	26	90	17	139	18	93	7	179	35	87	67	81	19	138	26
chr12_100691953_100704821_SCYL2	4	10	8	5	4	1	6	2	4	5	9	0	14	4	3	3	6	1
chr12_100704971_100706209_SCYL2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
chr12_100706431_100707199_SCYL2	7	0	0	1	3	2	0	1	2	0	4	0	4	0	1	2	0	0
chr12_100707316_100708266_SCYL2	0	0	2	0	0	1	4	1	7	0	6	1	1	17	5	0	2	0
chr12_100708392_100709335_SCYL2	2	0	1	0	0	0	3	0	0	5	0	0	2	0	0	1	0	1
chr12_100709512_100711458_SCYL2	20	0	5	5	12	2	18	7	23	0	46	2	12	3	6	5	17	2
chr12_100711470_100711580_SCYL2	25	11	23	8	26	5	32	3	19	4	50	6	26	41	21	10	16	5
chr12_100711703_100717302_SCYL2	36	14	21	46	37	24	73	53	65	25	94	49	148	171	25	59	22	14
chr12_100717416_100720399_SCYL2	134	7	184	21	147	12	216	6	146	5	703	20	239	36	172	8	236	21
chr12_100720532_100722978_SCYL2	23	1	13	4	16	1	21	4	21	13	75	14	49	29	28	12	15	4
chr12_100723097_100727943_SCYL2	31	46	29	53	63	48	64	36	81	55	116	61	201	232	30	52	33	19
chr12_100728044_100729402_SCYL2	0	10	4	5	5	1	0	3	1	2	21	3	21	8	4	5	1	3
chr12_100729469_100729588_SCYL2	43	14	46	13	59	11	62	9	64	11	90	9	69	95	39	18	36	19
chr12_100729684_100731164_SCYL2	29	7	11	6	25	14	26	6	18	7	41	6	56	36	24	10	18	13
chr12_100731284_100732305_SCYL2	0	0	1	0	0	0	0	0	0	1	2	2	5	8	4	4	2	1
chr12_100732947_100735502_SCYL2	1569	825	2450	948	4847	1161	5286	1086	5019	1237	10025	1761	6465	4286	4001	1610	3901	775
